image_id,image_path,mask_available,mask_path,split,target_labels_allowed_for_training,seed
ISIC_0000141,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000141.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000141_segmentation.png,target_adaptation,false,42
ISIC_0000149,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000149.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000149_segmentation.png,target_adaptation,false,42
ISIC_0000160,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000160.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000160_segmentation.png,target_adaptation,false,42
ISIC_0000164,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000164.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000164_segmentation.png,target_adaptation,false,42
ISIC_0000165,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000165.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000165_segmentation.png,target_adaptation,false,42
ISIC_0000169,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000169.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000169_segmentation.png,target_adaptation,false,42
ISIC_0000174,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000174.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000174_segmentation.png,target_adaptation,false,42
ISIC_0000177,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000177.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000177_segmentation.png,target_adaptation,false,42
ISIC_0000188,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000188.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000188_segmentation.png,target_adaptation,false,42
ISIC_0000196,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000196.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000196_segmentation.png,target_adaptation,false,42
ISIC_0000197,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000197.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000197_segmentation.png,target_adaptation,false,42
ISIC_0000198,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000198.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000198_segmentation.png,target_adaptation,false,42
ISIC_0000201,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000201.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000201_segmentation.png,target_adaptation,false,42
ISIC_0000212,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000212.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000212_segmentation.png,target_adaptation,false,42
ISIC_0000213,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000213.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000213_segmentation.png,target_adaptation,false,42
ISIC_0000226,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000226.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000226_segmentation.png,target_adaptation,false,42
ISIC_0000227,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000227.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000227_segmentation.png,target_adaptation,false,42
ISIC_0000231,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000231.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000231_segmentation.png,target_adaptation,false,42
ISIC_0000233,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000233.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000233_segmentation.png,target_adaptation,false,42
ISIC_0000234,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000234.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000234_segmentation.png,target_adaptation,false,42
ISIC_0000254,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000254.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000254_segmentation.png,target_adaptation,false,42
ISIC_0000258,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000258.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000258_segmentation.png,target_adaptation,false,42
ISIC_0000299,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000299.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000299_segmentation.png,target_adaptation,false,42
ISIC_0000302,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000302.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000302_segmentation.png,target_adaptation,false,42
ISIC_0000306,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000306.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000306_segmentation.png,target_adaptation,false,42
ISIC_0000310,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000310.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000310_segmentation.png,target_adaptation,false,42
ISIC_0000311,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000311.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000311_segmentation.png,target_adaptation,false,42
ISIC_0000319,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000319.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000319_segmentation.png,target_adaptation,false,42
ISIC_0000320,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000320.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000320_segmentation.png,target_adaptation,false,42
ISIC_0000325,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000325.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000325_segmentation.png,target_adaptation,false,42
ISIC_0000327,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000327.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000327_segmentation.png,target_adaptation,false,42
ISIC_0000328,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000328.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000328_segmentation.png,target_adaptation,false,42
ISIC_0000340,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000340.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000340_segmentation.png,target_adaptation,false,42
ISIC_0000343,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000343.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000343_segmentation.png,target_adaptation,false,42
ISIC_0000354,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000354.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000354_segmentation.png,target_adaptation,false,42
ISIC_0000357,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000357.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000357_segmentation.png,target_adaptation,false,42
ISIC_0000368,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000368.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000368_segmentation.png,target_adaptation,false,42
ISIC_0000371,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000371.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000371_segmentation.png,target_adaptation,false,42
ISIC_0000377,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000377.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000377_segmentation.png,target_adaptation,false,42
ISIC_0000378,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000378.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000378_segmentation.png,target_adaptation,false,42
ISIC_0000380,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000380.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000380_segmentation.png,target_adaptation,false,42
ISIC_0000388,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000388.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000388_segmentation.png,target_adaptation,false,42
ISIC_0000392,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000392.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000392_segmentation.png,target_adaptation,false,42
ISIC_0000393,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000393.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000393_segmentation.png,target_adaptation,false,42
ISIC_0000418,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000418.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000418_segmentation.png,target_adaptation,false,42
ISIC_0000420,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000420.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000420_segmentation.png,target_adaptation,false,42
ISIC_0000433,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000433.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000433_segmentation.png,target_adaptation,false,42
ISIC_0000448,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000448.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000448_segmentation.png,target_adaptation,false,42
ISIC_0000456,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000456.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000456_segmentation.png,target_adaptation,false,42
ISIC_0000466,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000466.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000466_segmentation.png,target_adaptation,false,42
ISIC_0000476,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000476.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000476_segmentation.png,target_adaptation,false,42
ISIC_0000479,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000479.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000479_segmentation.png,target_adaptation,false,42
ISIC_0000482,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000482.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000482_segmentation.png,target_adaptation,false,42
ISIC_0000484,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000484.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000484_segmentation.png,target_adaptation,false,42
ISIC_0000487,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000487.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000487_segmentation.png,target_adaptation,false,42
ISIC_0000490,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000490.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000490_segmentation.png,target_adaptation,false,42
ISIC_0000499,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000499.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000499_segmentation.png,target_adaptation,false,42
ISIC_0000501,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000501.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000501_segmentation.png,target_adaptation,false,42
ISIC_0000508,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000508.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000508_segmentation.png,target_adaptation,false,42
ISIC_0000509,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000509.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000509_segmentation.png,target_adaptation,false,42
ISIC_0000510,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000510.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000510_segmentation.png,target_adaptation,false,42
ISIC_0000515,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000515.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000515_segmentation.png,target_adaptation,false,42
ISIC_0000525,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000525.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000525_segmentation.png,target_adaptation,false,42
ISIC_0000527,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000527.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000527_segmentation.png,target_adaptation,false,42
ISIC_0000533,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000533.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000533_segmentation.png,target_adaptation,false,42
ISIC_0000539,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000539.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000539_segmentation.png,target_adaptation,false,42
ISIC_0000540,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000540.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000540_segmentation.png,target_adaptation,false,42
ISIC_0000547,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000547.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000547_segmentation.png,target_adaptation,false,42
ISIC_0000550,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0000550.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0000550_segmentation.png,target_adaptation,false,42
ISIC_0001103,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0001103.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0001103_segmentation.png,target_adaptation,false,42
ISIC_0001128,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0001128.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0001128_segmentation.png,target_adaptation,false,42
ISIC_0001131,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0001131.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0001131_segmentation.png,target_adaptation,false,42
ISIC_0001960,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0001960.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0001960_segmentation.png,target_adaptation,false,42
ISIC_0002107,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0002107.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0002107_segmentation.png,target_adaptation,false,42
ISIC_0002246,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0002246.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0002246_segmentation.png,target_adaptation,false,42
ISIC_0002673,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0002673.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0002673_segmentation.png,target_adaptation,false,42
ISIC_0002829,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0002829.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0002829_segmentation.png,target_adaptation,false,42
ISIC_0003728,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0003728.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0003728_segmentation.png,target_adaptation,false,42
ISIC_0004115,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0004115.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0004115_segmentation.png,target_adaptation,false,42
ISIC_0004346,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0004346.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0004346_segmentation.png,target_adaptation,false,42
ISIC_0006193,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0006193.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0006193_segmentation.png,target_adaptation,false,42
ISIC_0006711,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0006711.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0006711_segmentation.png,target_adaptation,false,42
ISIC_0007693,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0007693.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0007693_segmentation.png,target_adaptation,false,42
ISIC_0008116,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0008116.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0008116_segmentation.png,target_adaptation,false,42
ISIC_0008507,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0008507.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0008507_segmentation.png,target_adaptation,false,42
ISIC_0008600,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0008600.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0008600_segmentation.png,target_adaptation,false,42
ISIC_0008992,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0008992.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0008992_segmentation.png,target_adaptation,false,42
ISIC_0008998,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0008998.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0008998_segmentation.png,target_adaptation,false,42
ISIC_0009035,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0009035.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0009035_segmentation.png,target_adaptation,false,42
ISIC_0009078,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0009078.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0009078_segmentation.png,target_adaptation,false,42
ISIC_0009083,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0009083.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0009083_segmentation.png,target_adaptation,false,42
ISIC_0009298,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0009298.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0009298_segmentation.png,target_adaptation,false,42
