target_image_id,target_filename,source_image_id,source_filename,sha256,reason
ISIC_0000496,ISIC_0000496.jpg,ISIC_0000496,ISIC_0000496.jpg,06ddb82ca6dd345f121af6b393968653044f7bdd352f91d87b35579ba6f5e642,exact_byte_level_duplicate
ISIC_0000548,ISIC_0000548.jpg,ISIC_0000548,ISIC_0000548.jpg,06fdb74ed76dc3ae03a8136a947432371af7f7922e78919eab37e7023b086ecd,exact_byte_level_duplicate
ISIC_0010337,ISIC_0010337.jpg,ISIC_0010337,ISIC_0010337.jpg,06fe3a8254f4d885a4ddfa413bc24e1eb647647e3e21421c18593d2f6edd65a6,exact_byte_level_duplicate
ISIC_0009909,ISIC_0009909.jpg,ISIC_0009909,ISIC_0009909.jpg,08b43209f5c7e90dc90baac38507cedbe3cb3d76dbc287d9b57783bf4383cb15,exact_byte_level_duplicate
ISIC_0000348,ISIC_0000348.jpg,ISIC_0000348,ISIC_0000348.jpg,08ffac1caa5c6a1658dd70a8b8ddb8976c058ac730e2f9b5f4d5b333f4ae5413,exact_byte_level_duplicate
ISIC_0000552,ISIC_0000552.jpg,ISIC_0000552,ISIC_0000552.jpg,093a1193f8730cd403fb9ff6a88ccd9ae223979b2c1cc9e7a3bab512046e456c,exact_byte_level_duplicate
ISIC_0011306,ISIC_0011306.jpg,ISIC_0011306,ISIC_0011306.jpg,09d0bf23d1e71b646da5f8e3bdf8d8d3a7ea78a1d21a407491cc1a1eb844d66d,exact_byte_level_duplicate
ISIC_0000366,ISIC_0000366.jpg,ISIC_0000366,ISIC_0000366.jpg,09fbb5c69f461f7178cc90eadb75c881a2c5fd598a12c05ac1ca1279d009f64c,exact_byte_level_duplicate
ISIC_0010573,ISIC_0010573.jpg,ISIC_0010573,ISIC_0010573.jpg,0a4da4e6dd5c86879df7223a65029b92ebee00620b6c3df08b6da114dc34cdec,exact_byte_level_duplicate
ISIC_0010467,ISIC_0010467.jpg,ISIC_0010467,ISIC_0010467.jpg,0aeb50f3d9aeb169b184465df203d4f76ade1bbf8d495538eacdbec51525d1e0,exact_byte_level_duplicate
ISIC_0009960,ISIC_0009960.jpg,ISIC_0009960,ISIC_0009960.jpg,0b6a3f59fa89a646d6b413659cd53eda7ec59b71cb21837cc319e76c80e9156c,exact_byte_level_duplicate
ISIC_0000314,ISIC_0000314.jpg,ISIC_0000314,ISIC_0000314.jpg,0b7aad2160cb8eca28d2cb9cb4bc9c8a46ff151c28dbcdb013d1e7d8af9cfc8f,exact_byte_level_duplicate
ISIC_0000232,ISIC_0000232.jpg,ISIC_0000232,ISIC_0000232.jpg,0c9b26eaa991fa272fd5153e6710a34a7f4039a6cdca9ba7edb66a642ac88815,exact_byte_level_duplicate
ISIC_0011211,ISIC_0011211.jpg,ISIC_0011211,ISIC_0011211.jpg,0d159a7d5afea8da2b9fdf99aaa14e192a87102c323b5209db8d3a486ad18785,exact_byte_level_duplicate
ISIC_0010848,ISIC_0010848.jpg,ISIC_0010848,ISIC_0010848.jpg,0de069f43a80e13ca9578e2670973f3b8ffc79ce9d3f0827360ff9e8df0e2472,exact_byte_level_duplicate
ISIC_0000421,ISIC_0000421.jpg,ISIC_0000421,ISIC_0000421.jpg,0ea8da3deeabe96d9c2dc867f95eeef414a39b49f6320871dec5d96f8c59207e,exact_byte_level_duplicate
ISIC_0000134,ISIC_0000134.jpg,ISIC_0000134,ISIC_0000134.jpg,0eb59bb4b048a4819ab0d9461b276fdc1a7d7e5303ede57c3bcbca1910c724bf,exact_byte_level_duplicate
ISIC_0009877,ISIC_0009877.jpg,ISIC_0009877,ISIC_0009877.jpg,0f0a729601b16de0b0572b5c322767216a933eb53a5e117c1c7bfedaf5b0e98a,exact_byte_level_duplicate
ISIC_0000035,ISIC_0000035.jpg,ISIC_0000035,ISIC_0000035.jpg,0f0d9005e1e535c17f87958c99fd79db50d06cb18e2cb80d47822dabae0e5096,exact_byte_level_duplicate
ISIC_0010341,ISIC_0010341.jpg,ISIC_0010341,ISIC_0010341.jpg,0f25ab2f6e41575610d23c5e40a0e21a8c6d6a346d9d1ab73c0fc4a441f58e9c,exact_byte_level_duplicate
ISIC_0002459,ISIC_0002459.jpg,ISIC_0002459,ISIC_0002459.jpg,0f26146468833f5a4f845ec3b25d728d671f967eddaeecf3f4a3608eb5ec49df,exact_byte_level_duplicate
ISIC_0000116,ISIC_0000116.jpg,ISIC_0000116,ISIC_0000116.jpg,0f7f5b948de8f96b10d6a99891b7786e72a830eff4b0c44940481e7513b0157b,exact_byte_level_duplicate
ISIC_0000065,ISIC_0000065.jpg,ISIC_0000065,ISIC_0000065.jpg,106af7e827e360b4fca04e1e05298225183c51f74db3cdb3c1c99a8de9b2752b,exact_byte_level_duplicate
ISIC_0011173,ISIC_0011173.jpg,ISIC_0011173,ISIC_0011173.jpg,110289c5770890143fd13e2f96e8f2483645684f57c14e04f3a62eb06794a5b2,exact_byte_level_duplicate
ISIC_0000085,ISIC_0000085.jpg,ISIC_0000085,ISIC_0000085.jpg,11de70fcff461eb7d9699901c0aa7bdd1052a81f5c896a7b81f1b50dc0e0b2f1,exact_byte_level_duplicate
ISIC_0009987,ISIC_0009987.jpg,ISIC_0009987,ISIC_0009987.jpg,12c6dd702e908c1809a1e660c62ef0f0794359fc6d8f2b862418c39f1b179fb2,exact_byte_level_duplicate
ISIC_0005639,ISIC_0005639.jpg,ISIC_0005639,ISIC_0005639.jpg,132af71ef6cc4fb0ba3c5a3db6e82224160e5d570dfd141004f19e9758952d40,exact_byte_level_duplicate
ISIC_0010566,ISIC_0010566.jpg,ISIC_0010566,ISIC_0010566.jpg,1367e3c5d7fa675927f93258b1c2c06cb80bbb034feb8cadc58955e86569ce98,exact_byte_level_duplicate
ISIC_0002453,ISIC_0002453.jpg,ISIC_0002453,ISIC_0002453.jpg,1373f2c01912dc45b46885ff8aab86cb35898a599f4e600338233d652d828cfa,exact_byte_level_duplicate
ISIC_0000381,ISIC_0000381.jpg,ISIC_0000381,ISIC_0000381.jpg,142689e59164984d6e34039d3fd8531be61aa7d3384d312b9943274fbfee7bf8,exact_byte_level_duplicate
ISIC_0000283,ISIC_0000283.jpg,ISIC_0000283,ISIC_0000283.jpg,146a09834827a5f571449144827ebb639deb5ee9f68371c41a45b536f41499fc,exact_byte_level_duplicate
ISIC_0000390,ISIC_0000390.jpg,ISIC_0000390,ISIC_0000390.jpg,146d303e85c9d122e0e9520cfa319d218fc3f596f2a9eb61459c9d6a0b308b37,exact_byte_level_duplicate
ISIC_0009942,ISIC_0009942.jpg,ISIC_0009942,ISIC_0009942.jpg,146e2be8dd60faaa5edc5e0109660b62a3c5926744dec318d128c47712145659,exact_byte_level_duplicate
ISIC_0011166,ISIC_0011166.jpg,ISIC_0011166,ISIC_0011166.jpg,1473ebf6b939395c68951c434e5e067fd76cb5f1a577ec61c1b756276c01580c,exact_byte_level_duplicate
ISIC_0010267,ISIC_0010267.jpg,ISIC_0010267,ISIC_0010267.jpg,148a61c03bc0e12382937d652c1fab3762caf016fbf529fee7d7252f111e882d,exact_byte_level_duplicate
ISIC_0009899,ISIC_0009899.jpg,ISIC_0009899,ISIC_0009899.jpg,1490b3645f745cafe047667c7fdbfbff28fb195eb9436c76c257e8235baba26d,exact_byte_level_duplicate
ISIC_0010435,ISIC_0010435.jpg,ISIC_0010435,ISIC_0010435.jpg,149d081ab1f6a09b3f5899874abe42c5e6d5de9bfc614235402623109b686979,exact_byte_level_duplicate
ISIC_0011398,ISIC_0011398.jpg,ISIC_0011398,ISIC_0011398.jpg,14b80d2c0fefd863a13ac9026128aad5c0bae03cb74d0e49ceff56611f47bcbd,exact_byte_level_duplicate
ISIC_0000000,ISIC_0000000.jpg,ISIC_0000000,ISIC_0000000.jpg,153b10f7b8b82bf80badbfdf73a544312637a1950e2dad97822a69b739b6aa1e,exact_byte_level_duplicate
ISIC_0000016,ISIC_0000016.jpg,ISIC_0000016,ISIC_0000016.jpg,15f76d37c756cc77129d6d5f54f9e9990f33bc78678a73fe3337fd17520b2410,exact_byte_level_duplicate
ISIC_0010002,ISIC_0010002.jpg,ISIC_0010002,ISIC_0010002.jpg,16d26a1a048a3a8c69a689db74e9b103eb2028cbb3c1c0690b9442b65e684e8f,exact_byte_level_duplicate
ISIC_0000081,ISIC_0000081.jpg,ISIC_0000081,ISIC_0000081.jpg,179b4dda76403c680254fd33e6b7abe083012477e43d9b39db7a0ba480e8e8c4,exact_byte_level_duplicate
ISIC_0011137,ISIC_0011137.jpg,ISIC_0011137,ISIC_0011137.jpg,1833373b04afd9c4668d4c75d80555027199c0301d017b71c59801b0348518dc,exact_byte_level_duplicate
ISIC_0011225,ISIC_0011225.jpg,ISIC_0011225,ISIC_0011225.jpg,1895f736161540e62ad1f552a412761de50613151369468c578c0a86120a00c5,exact_byte_level_duplicate
ISIC_0009910,ISIC_0009910.jpg,ISIC_0009910,ISIC_0009910.jpg,18c044084b8052995fc3c5c09a17cc827db459f21285e6acfa32b234e683d29e,exact_byte_level_duplicate
ISIC_0000274,ISIC_0000274.jpg,ISIC_0000274,ISIC_0000274.jpg,18f65e15bb38af1de921f73e5a8bafb5202e996406ba3f0e525bbc18c4b453c3,exact_byte_level_duplicate
ISIC_0009968,ISIC_0009968.jpg,ISIC_0009968,ISIC_0009968.jpg,19c9dcb4b3b4ad956b0afe1b471ffc7a0f3332ee5c4d63a1fa7c8cea0af1d250,exact_byte_level_duplicate
ISIC_0011317,ISIC_0011317.jpg,ISIC_0011317,ISIC_0011317.jpg,19d3a7ea0178004004952980fcd80b0dd5c2868de1143cc4adbd179458412fd0,exact_byte_level_duplicate
ISIC_0008993,ISIC_0008993.jpg,ISIC_0008993,ISIC_0008993.jpg,19de94476e51bdb615d1c4d6bca09088a0dde7cdc9a89feb0e56ee77745c4192,exact_byte_level_duplicate
ISIC_0010032,ISIC_0010032.jpg,ISIC_0010032,ISIC_0010032.jpg,19e48637f09a9506fbf17c7337ad8ac256f2c5ef7ab2cec3b3fb3f56216525a9,exact_byte_level_duplicate
ISIC_0000453,ISIC_0000453.jpg,ISIC_0000453,ISIC_0000453.jpg,1adf6f56b48ee723aa7383c9dd6a27d511f2f3dfdb81c9e5a0af49b1c10f852a,exact_byte_level_duplicate
ISIC_0010562,ISIC_0010562.jpg,ISIC_0010562,ISIC_0010562.jpg,1b5f7d7c1cdb339e16a6e5ae301921cec19a2abbb76932655840f98385825fcb,exact_byte_level_duplicate
ISIC_0000206,ISIC_0000206.jpg,ISIC_0000206,ISIC_0000206.jpg,1baa33ba4fb4e588b074a485198ef28a893e91302b687168b1301b38b3b1786a,exact_byte_level_duplicate
ISIC_0000385,ISIC_0000385.jpg,ISIC_0000385,ISIC_0000385.jpg,1c172bc102f854103a55839dc22519e1b0499ab81a1905f2a34847e73950e3fe,exact_byte_level_duplicate
ISIC_0000105,ISIC_0000105.jpg,ISIC_0000105,ISIC_0000105.jpg,1cbc58e7c4e5750f05a5f9e39f31901208c3061dc25863567219f0339f3bfe7e,exact_byte_level_duplicate
ISIC_0010205,ISIC_0010205.jpg,ISIC_0010205,ISIC_0010205.jpg,1cdbf07a88168b33bba2650fe25304bb436351103f1b6bbbb478a2b651c0d5ab,exact_byte_level_duplicate
ISIC_0000044,ISIC_0000044.jpg,ISIC_0000044,ISIC_0000044.jpg,1cf3d5905a9aa813b2363569c6393b1fd4afdd0f47dea255aa573dafb1211e1d,exact_byte_level_duplicate
ISIC_0000365,ISIC_0000365.jpg,ISIC_0000365,ISIC_0000365.jpg,1da6ae40f87b5a7ca10071b7bdd98dceaa4df53ab33ce83889352eb4b8966bdd,exact_byte_level_duplicate
ISIC_0000529,ISIC_0000529.jpg,ISIC_0000529,ISIC_0000529.jpg,1df4484044365dace82266488b5387c62740141a114052f97dc999bb3808e75b,exact_byte_level_duplicate
ISIC_0000104,ISIC_0000104.jpg,ISIC_0000104,ISIC_0000104.jpg,1e3b6184227feafda99304174616ae657cfa7dc26277344efd4feb5cdb99dd61,exact_byte_level_duplicate
ISIC_0005555,ISIC_0005555.jpg,ISIC_0005555,ISIC_0005555.jpg,1f4c16c81dc85c6ccd9ec0a7466a075462f36c984344b96ccd1c9bdb9a37543e,exact_byte_level_duplicate
ISIC_0009160,ISIC_0009160.jpg,ISIC_0009160,ISIC_0009160.jpg,1f5666af01300b1c75aa37235874be478ff55dcd403e039b1e9ea32b152163ba,exact_byte_level_duplicate
ISIC_0010241,ISIC_0010241.jpg,ISIC_0010241,ISIC_0010241.jpg,1f9455d5af6bbf96f4494e44b604f8d90569c9b0f812937ab116b61225bf2434,exact_byte_level_duplicate
ISIC_0009912,ISIC_0009912.jpg,ISIC_0009912,ISIC_0009912.jpg,1f9aa6149842a43dbb3ee4bea7ba34609e26bdef8f2ac4f688d96cc7ea5b1267,exact_byte_level_duplicate
ISIC_0000467,ISIC_0000467.jpg,ISIC_0000467,ISIC_0000467.jpg,202e0887b55b0e2575cea579eb8c1e8197b69e787565d053978a447ff36bd1df,exact_byte_level_duplicate
ISIC_0000387,ISIC_0000387.jpg,ISIC_0000387,ISIC_0000387.jpg,206276ca6eb0e3dbbb60d43c70a7231eeafe9e7f0f15cc38414667b13cda6d29,exact_byte_level_duplicate
ISIC_0001133,ISIC_0001133.jpg,ISIC_0001133,ISIC_0001133.jpg,20c2a970f0eaeb42a10d2fc5899d701eae75a04fde50b04eae1f1f8111d9dd2c,exact_byte_level_duplicate
ISIC_0011387,ISIC_0011387.jpg,ISIC_0011387,ISIC_0011387.jpg,2184422aa2702840b35df65b852d2e223026288396caf1a62942963be9c71236,exact_byte_level_duplicate
ISIC_0000511,ISIC_0000511.jpg,ISIC_0000511,ISIC_0000511.jpg,21923a738a01c3c1e21c90738deb3a56845629ff9e056d8970c1bdfd0ea1857d,exact_byte_level_duplicate
ISIC_0000457,ISIC_0000457.jpg,ISIC_0000457,ISIC_0000457.jpg,222591d33f9b08229ccb7b35eae715f8621115ccbe526e81355edc3781d66af0,exact_byte_level_duplicate
ISIC_0010602,ISIC_0010602.jpg,ISIC_0010602,ISIC_0010602.jpg,224cb5cb63fc25d0dda26515aaa6d46e199555001d553a5fc0613f7969f5b1d4,exact_byte_level_duplicate
ISIC_0010586,ISIC_0010586.jpg,ISIC_0010586,ISIC_0010586.jpg,22bf11f284027515a108e056bf07a527a943e052550ae6d47abb37247aa8711b,exact_byte_level_duplicate
ISIC_0000507,ISIC_0000507.jpg,ISIC_0000507,ISIC_0000507.jpg,2324f2d7f0730c66a025c77b045049a7449350cf7b095e57ac33e6f4ed8a5380,exact_byte_level_duplicate
ISIC_0000077,ISIC_0000077.jpg,ISIC_0000077,ISIC_0000077.jpg,236071e3ccf8ba889cb6f3278099f935779319a64fb5fd4e5a2414e095dabf49,exact_byte_level_duplicate
ISIC_0000461,ISIC_0000461.jpg,ISIC_0000461,ISIC_0000461.jpg,242c6b25fa45e532cde99b3bb820d5531d01635d1943c5cee14fc6a4b114a52f,exact_byte_level_duplicate
ISIC_0000505,ISIC_0000505.jpg,ISIC_0000505,ISIC_0000505.jpg,2455599b234a5e8821bb11ded29f9f7aad5f586354c017f75d149c4fd56fed81,exact_byte_level_duplicate
ISIC_0011214,ISIC_0011214.jpg,ISIC_0011214,ISIC_0011214.jpg,2475c18ea4939be2c707de7f3d893bfb517192e59b925f4d5c446930a9ad3359,exact_byte_level_duplicate
ISIC_0010014,ISIC_0010014.jpg,ISIC_0010014,ISIC_0010014.jpg,2493afae42bc0ca58f3f18127a55eca2a930306999060b9b80584d6bd703cf29,exact_byte_level_duplicate
ISIC_0010081,ISIC_0010081.jpg,ISIC_0010081,ISIC_0010081.jpg,24db5ce205a05f7e1772f9f17f690a12569fa70187560fe1aea169815a3dcd1b,exact_byte_level_duplicate
ISIC_0000347,ISIC_0000347.jpg,ISIC_0000347,ISIC_0000347.jpg,24eb9102f6204432bb78866b4a571444dee936ebaec0faa2798fead3d8e6cea4,exact_byte_level_duplicate
ISIC_0009868,ISIC_0009868.jpg,ISIC_0009868,ISIC_0009868.jpg,25a3d9cc60a0dc4ffea38e955a2b5cdaa379eaac0d23407e7ded497aeb334946,exact_byte_level_duplicate
ISIC_0011353,ISIC_0011353.jpg,ISIC_0011353,ISIC_0011353.jpg,2637766ade172968b0050e159e1978fc11375afd2eaa73763f83ec3dbb1f66cf,exact_byte_level_duplicate
ISIC_0010063,ISIC_0010063.jpg,ISIC_0010063,ISIC_0010063.jpg,2647ef01a760a439038d845aa47a106eb55d4381636f6479d41893d4eb2d459a,exact_byte_level_duplicate
ISIC_0000396,ISIC_0000396.jpg,ISIC_0000396,ISIC_0000396.jpg,2681f951cf5bc8d6ede7e78b074e26aba72ae8f5e5cb24a553627173cb8a0c51,exact_byte_level_duplicate
ISIC_0011372,ISIC_0011372.jpg,ISIC_0011372,ISIC_0011372.jpg,2710ccd78215fb6b9ddf968bb6e9c55250750263fe4c81a9a9c0d9a5a06ddfda,exact_byte_level_duplicate
ISIC_0000551,ISIC_0000551.jpg,ISIC_0000551,ISIC_0000551.jpg,27357807b1f95f540588518ede739def5f84f0d7003ace9d3308aa6919a4071d,exact_byte_level_duplicate
ISIC_0010603,ISIC_0010603.jpg,ISIC_0010603,ISIC_0010603.jpg,27697d5a548c10ba57c25bd6bff3f588088a09966c8e1679005d9cb0bf6ed065,exact_byte_level_duplicate
ISIC_0000276,ISIC_0000276.jpg,ISIC_0000276,ISIC_0000276.jpg,27f172264193a832728cd8f8a04c46ba334102259b5526f88eb52413ce2b6cc6,exact_byte_level_duplicate
ISIC_0000403,ISIC_0000403.jpg,ISIC_0000403,ISIC_0000403.jpg,285effa6f4911b5eab733f4b63d803d54c1f0e6a79a70df2084aa5f4e25219fb,exact_byte_level_duplicate
ISIC_0010461,ISIC_0010461.jpg,ISIC_0010461,ISIC_0010461.jpg,2875659b27bccd6fb7d28c63df42f58e3bc0b1bedd1f46c133e7f20a73c8fc05,exact_byte_level_duplicate
ISIC_0000514,ISIC_0000514.jpg,ISIC_0000514,ISIC_0000514.jpg,296a1d6d9581efaca59da1d5d7dd297bd17d3414d8cfa8f30b62fba3660eecae,exact_byte_level_duplicate
ISIC_0010219,ISIC_0010219.jpg,ISIC_0010219,ISIC_0010219.jpg,298a6ec7abfa029c8d5269b76a7c471d4e7a7a38e712c3631cf505b952387e12,exact_byte_level_duplicate
ISIC_0009504,ISIC_0009504.jpg,ISIC_0009504,ISIC_0009504.jpg,29d50118640f03afc09a971a1374aba206cca4cdaeb6a66355580152e0cea285,exact_byte_level_duplicate
ISIC_0002251,ISIC_0002251.jpg,ISIC_0002251,ISIC_0002251.jpg,29e5a372daf9edd401057e9f7b1328c25912eed963785dce71947afd51e6da60,exact_byte_level_duplicate
ISIC_0000110,ISIC_0000110.jpg,ISIC_0000110,ISIC_0000110.jpg,2a20b0496ce7a51d58b189fc29a1978e8e1fed47ea7f4b1c97f04d31a7966ac9,exact_byte_level_duplicate
ISIC_0000493,ISIC_0000493.jpg,ISIC_0000493,ISIC_0000493.jpg,2a3abb891de1d805fc69a42827a099bbb4b2e02f7320905cd1f3502ecd6eb113,exact_byte_level_duplicate
ISIC_0010066,ISIC_0010066.jpg,ISIC_0010066,ISIC_0010066.jpg,2a4a4486f3f9d76722cbd6180b7e902968d132341a8a5f8aa52f41fb531ea38b,exact_byte_level_duplicate
ISIC_0000416,ISIC_0000416.jpg,ISIC_0000416,ISIC_0000416.jpg,2a5a613e2edd50d716dca8e277852cf87d31e617d4fe27fbd5aa99d3f40bbf12,exact_byte_level_duplicate
ISIC_0009941,ISIC_0009941.jpg,ISIC_0009941,ISIC_0009941.jpg,2aac70fec09006524395f32c3ba041f6665f2bc5964ebe5ebb93491db27c6e5f,exact_byte_level_duplicate
ISIC_0002806,ISIC_0002806.jpg,ISIC_0002806,ISIC_0002806.jpg,2ab41fb611034c1300b8cd7369f59f7e9f3aa4a003671e16b965eedf0a7a624c,exact_byte_level_duplicate
ISIC_0000137,ISIC_0000137.jpg,ISIC_0000137,ISIC_0000137.jpg,2b4bb7f6e4e1413040f9195c25b4702fa9333a47c8aac9c25b7c77c4673fd784,exact_byte_level_duplicate
ISIC_0000431,ISIC_0000431.jpg,ISIC_0000431,ISIC_0000431.jpg,2b750db6ae39561f95e1ae52331abcddf32c5e9f6c393acc5abd9799bf83d8ce,exact_byte_level_duplicate
ISIC_0000374,ISIC_0000374.jpg,ISIC_0000374,ISIC_0000374.jpg,2b991a277dbb58f1560cadf006998f941d0693ff56085c72fa20805cf891b59b,exact_byte_level_duplicate
ISIC_0000321,ISIC_0000321.jpg,ISIC_0000321,ISIC_0000321.jpg,2ba9e46e5b48d3950861bcad3379f606852ef6190f546b7434c49477667ba215,exact_byte_level_duplicate
ISIC_0000154,ISIC_0000154.jpg,ISIC_0000154,ISIC_0000154.jpg,2c3edf10057ffd2f310089868b1a81bde2283f1d43292abe4e453cf843285f7a,exact_byte_level_duplicate
ISIC_0009895,ISIC_0009895.jpg,ISIC_0009895,ISIC_0009895.jpg,2c77cc1b8f357b697b5adea6424898d179d8f40fdc1bb516a35b5c8c290e75af,exact_byte_level_duplicate
ISIC_0000359,ISIC_0000359.jpg,ISIC_0000359,ISIC_0000359.jpg,2ca4c001d8f9b1ef15b5336e5a9958394fd2a438ce22674af9ff55759d2dad05,exact_byte_level_duplicate
ISIC_0010087,ISIC_0010087.jpg,ISIC_0010087,ISIC_0010087.jpg,2cad19e152565208b81a39656b1a9d245742bb4ce77a8ac0183fa7800b3a6b07,exact_byte_level_duplicate
ISIC_0000007,ISIC_0000007.jpg,ISIC_0000007,ISIC_0000007.jpg,2d3fe1d91afb6dcf7f21893ec8bfaf42b8ed885026bf88afe7ffe7e42b24c8a6,exact_byte_level_duplicate
ISIC_0005620,ISIC_0005620.jpg,ISIC_0005620,ISIC_0005620.jpg,2d4ef8234a13f2c523a0fe04fcf453b64baa82fb30d9dc70025f97c02f3dbfe5,exact_byte_level_duplicate
ISIC_0008347,ISIC_0008347.jpg,ISIC_0008347,ISIC_0008347.jpg,2dbf441cd46f95ff989e424decaa0210cac28aff2e43e77e15ccaaf7d7ef5371,exact_byte_level_duplicate
ISIC_0010248,ISIC_0010248.jpg,ISIC_0010248,ISIC_0010248.jpg,2dd2093bebdd981f8c437d675885084ef0e3046cf15c26eccee13fcd051fc500,exact_byte_level_duplicate
ISIC_0000397,ISIC_0000397.jpg,ISIC_0000397,ISIC_0000397.jpg,2df3ccb07cbe88bbd2171e3f2b9a2039d7b4c7f263bcfa7c580e9d1510a4f634,exact_byte_level_duplicate
ISIC_0000236,ISIC_0000236.jpg,ISIC_0000236,ISIC_0000236.jpg,2e0d02486dc6ad0f7d990705b647cb72a63bca62cc32828d9d3e54b0debdc0da,exact_byte_level_duplicate
ISIC_0000463,ISIC_0000463.jpg,ISIC_0000463,ISIC_0000463.jpg,2ea04d48dfb2449d1d7586c4df6363db460c7f7cef03e811f9fd61d18c46e273,exact_byte_level_duplicate
ISIC_0001118,ISIC_0001118.jpg,ISIC_0001118,ISIC_0001118.jpg,2eecf469559dc3621cc143bee225b224429636942d99bfeb562d3d095270f0c7,exact_byte_level_duplicate
ISIC_0011164,ISIC_0011164.jpg,ISIC_0011164,ISIC_0011164.jpg,2f01651f2a0b74ca954f3efa12be674172a9e8cbc2c9b4536951d6e8bb393b10,exact_byte_level_duplicate
ISIC_0010851,ISIC_0010851.jpg,ISIC_0010851,ISIC_0010851.jpg,2f027c69108dd5a0bb0393fe1852f09ef7c64876d363eba1fc0c6a590bf38db9,exact_byte_level_duplicate
ISIC_0010558,ISIC_0010558.jpg,ISIC_0010558,ISIC_0010558.jpg,2f102c6df9b393142221c12bda85a5361eef96bd4de9fc656fe478f7a4c391d7,exact_byte_level_duplicate
ISIC_0000292,ISIC_0000292.jpg,ISIC_0000292,ISIC_0000292.jpg,2ffd4622e790158c3bfd61b1f50ac288d6d6f403f6732252cce83535b4ae355e,exact_byte_level_duplicate
ISIC_0009758,ISIC_0009758.jpg,ISIC_0009758,ISIC_0009758.jpg,30a291c692c5f4728b4b625b6f6aa6e6ef335d2c6981fd01e3a53e6080b70dc2,exact_byte_level_duplicate
